title,review,date,rating,sentiment,topic
We are just the fools that give them our money.,"We are just the fools that give them our money. We have used Amazon for 10 years plus, not any longer. to cut a vey long story short, they lie to you, the treat you like a child and agree things over the phone when it goes wrong then do the total opposite, sending Emails to the contrary, then ask you why did you not check the email, why would you when you agree things and confirm that agreement, you would like to think they are not lying to you so why would you check. Deliveries are horrendous just throwing things in to the garden and they get wet when it rains. they state 'handed to resident' when there is no one in and when you offer Cctv evidence Amazon are not interested. Amazon are just to big now, we little people are the ones who just give them money, if they losses a few of us what the hell, who cares, clearly Amazon do not, and we are only buying a quick delivery convenience because if you look elsewhere most of the time you can always find it cheaper but it takes a little while longer, so in future we will ONLY be using Amazon as a 'MUST' have tomorrow option from now on and started that yesterday. They will only change IF we stop using them. So it's up to you, we have already started.",2024-07-18 08:39:57+00:00,1.0,Negative,Customer Service
I had an initial problem with Mart24â€¦,I had an initial problem with Mart24â€¦ I had an initial problem with Mart24 but because it was through Amazon they contacted the company and Mart24 customer service reached a very good outcome,2024-07-18 09:53:36+00:00,5.0,Positive,Customer Service
Amazon is a money hungry enterpriseâ€¦,Amazon is a money hungry enterpriseâ€¦ Amazon is a money hungry enterprise with an owner that could care less about anyone but himself. The service is pitiful for both Amazon and Amazon Fresh Market. The people working at Amazon must be taught to be rude and unhelpful. Money is driving this guy to be untouchable and to treat people with no regard.,2024-07-18 14:24:40+00:00,1.0,Negative,Customer Service
"Bought amazon giftcards, never again !","Bought amazon giftcards, never again ! Bought amazon giftcards, since then money is gone, these cannot be payed back, nor can these be used !!! Because one needs to upload identity, invoices etc in order to confirm your giftcard ! (""great idea""), but if uploading, a ""technical error"" occurs all the time and you cannot contact amazon as:- via chat it is impossible, as you end up un a endless useless questions loop from the chatbot- phone return calls also not working anymore, as you enter your phone number, NOBODY CALLS YOU BACK and the amazon app just states ""you are now connected"" and you can only press ""end call"" which is considered as all solved",2024-07-18 15:54:12+00:00,2.0,Negative,Website/App
0 Stars,"0 Stars Stole my money Don't recommend and never will, conning scammers!!!!",2024-07-18 16:32:15+00:00,1.0,Negative,Pricing
Not recommended,"Not recommended I thought returns and refunds would be easy since they always accept my requests. But when you look into the details, some of my items say â€œYour refund issued.â€ However, the fine print reveals â€œWe canâ€™t receive your orderâ€ or â€œWe canâ€™t do refund.â€ Itâ€™s frustrating and misleading. Beware!",2024-07-18 16:44:58+00:00,1.0,Negative,Customer Service
Poor suppliers.,"Poor suppliers. Amazon are using more and more very poor suppliers who can't come up with the goods, and you don't get your refund til a month later!Poor show.",2024-07-18 17:46:52+00:00,2.0,Negative,Product Quality
I am an Amazon Prime Member,"I am an Amazon Prime Member I am an Amazon Prime Member. Have been one for more than 15 years. When Amazon first began this paid-for service, it was good. Packages were delivered On-Time as promised. Unfortunately, over the years, things got worse and worse. Today, when you pay for Overnight or Next Day Delivery, which is no longer a part of your Amazon Prime Membership, you rarely get it anywhere near the promised day or time period. In short, Amazon LIES just to get more money out of you, without any apology or rectification of the loss of that paid-for service charge. In general, things nowadays are based more on Lies and Deception, and less and less on Truthfulness and Decency. Amazon is one of those businesses who relies on Fraud and Deceit to get your business, and then charges you more and more money for little to no true business acumen.I no longer can recommend this company for anything, so do yourself a favor and seek out other, more reputable companies with which to do business.",2024-07-18 18:25:47+00:00,1.0,Negative,Delivery
Prime day scam,Prime day scam I have been receiving orders from amazon for 14 years at the same address. I have just reordered a supply if pet food under their prime day deal. I ordered the same a week ago and received it without issue. Suddenly I am getting 'undeliverable' address incomplete or incorrect. Nothing has changed in the week since I received the previous order apart from this 'undeliverable ' one being cheaper. Amazon scam.,2024-07-18 19:59:00+00:00,1.0,Negative,Delivery
Customer service reps lie all the time,"Customer service reps lie all the time Every time I have used amazon's customer service help, the promise to fix the issue. However, without fail, they never, ever actually do. I can only imagine that there's an incentive to finish the chat and no accountability over what was promised. I'm being charged for something I returned, despite emails from customer service and screen shots showing I returned the item and they would cancel the charge. They can't be trusted at all.",2024-07-19 00:06:46+00:00,1.0,Negative,Customer Service
created my account,"created my account created my account, than eveytime I did an order I received a text message saying my (account is on hold, try yo sign in). So I signed in but just got an error message. Next I tried to find help but seems am the only one on internet with this problem and acually impossible to find help since most of the link amazone give you to get help ask you to log in (can't because my account is on HOLD) afther 3 day I finally found a way to speak on phone to a real person for help afther repeating 10 times to an AI on phone to pass me a real person. A women ansewered with a strong accent. Didn 't understand anything she said about the way to resolve my problem and she started for some reason saying really loud STAY CAAAARE STAY CAAAAARE.... Whatever I can't order anything and can't get decent help.",2024-07-19 02:28:33+00:00,1.0,Negative,Website/App
